split,problem_id,candidate_id,loop,source_model,correct_label,label_source,initial_bucket,pos_neg,source_file,leakage_risk,note
openthoughts114k-codeforces-nonsat1093,cf-00028,sh0::loop1::3,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00028,sh0::loop1::12,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00028,sh0::loop1::14,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00028,sh0::loop1::15,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00359,sh0::loop2::13,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::1,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::4,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::5,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::6,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::7,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::9,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::10,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::11,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::12,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::13,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00419,sh0::loop1::14,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00764,sh0::loop1::9,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0/ck/cf_se16_sh0_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00002,sh1::loop1::0,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00039,sh1::loop1::0,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00039,sh1::loop1::1,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00039,sh1::loop1::6,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00061,sh1::loop2::11,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00246,sh1::loop1::4,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00246,sh1::loop1::7,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00547,sh1::loop2::4,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00547,sh1::loop2::10,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00547,sh1::loop2::12,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00885,sh1::loop2::7,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-01366,sh1::loop1::9,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01366,sh1::loop1::15,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::0,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::1,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::2,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::3,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::4,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::6,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::8,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::11,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::13,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01445,sh1::loop1::14,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1/ck/cf_se16_sh1_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00421,sh2::loop1::12,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00477,sh2::loop2::8,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00477,sh2::loop2::15,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00782,sh2::loop1::1,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00782,sh2::loop1::6,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00782,sh2::loop1::7,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00782,sh2::loop1::10,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00782,sh2::loop1::14,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00936,sh2::loop2::5,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2/ck/cf_se16_sh2_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00017,sh3::loop1::2,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00595,sh3::loop2::11,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00595,sh3::loop2::13,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00947,sh3::loop1::0,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00947,sh3::loop1::1,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00947,sh3::loop1::8,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00947,sh3::loop1::14,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00947,sh3::loop1::15,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01260,sh3::loop2::14,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-01355,sh3::loop1::10,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-01424,sh3::loop1::15,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3/ck/cf_se16_sh3_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00301,sh4::loop1::12,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh4/ck/cf_se16_sh4_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00770,sh4::loop1::7,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh4/ck/cf_se16_sh4_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00826,sh4::loop1::3,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh4/ck/cf_se16_sh4_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00826,sh4::loop1::6,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh4/ck/cf_se16_sh4_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00129,sh7::loop2::8,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7/ck/cf_se16_sh7_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00129,sh7::loop2::11,2,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7/ck/cf_se16_sh7_loop2.json,low(oracle-train-side-only),chain step 2/2 (first solved at loop2)
openthoughts114k-codeforces-nonsat1093,cf-00346,sh7::loop1::7,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7/ck/cf_se16_sh7_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00941,sh7::loop1::4,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7/ck/cf_se16_sh7_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
openthoughts114k-codeforces-nonsat1093,cf-00941,sh7::loop1::12,1,Qwen/Qwen3-4B,True,oracle,0,positive,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7/ck/cf_se16_sh7_loop1.json,low(oracle-train-side-only),chain step 1/1 (first solved at loop1)
